Invoice,StockCode,Description,Quantity,InvoiceDate,Price,CustomerID,Country,Revenue
505984,84997A,GREEN 3 PIECE MINI DOTS CUTLERY SET,72,2010-04-27 09:35:00,2.29,18102,United Kingdom,164.88
574682,47420,ASSORTED COLOUR SUCTION CUP HOOK,1,2011-11-06 12:44:00,0.19,14963,United Kingdom,0.19
511078,22606,WOODEN SKITTLES GARDEN SET,4,2010-06-06 13:52:00,12.75,16497,United Kingdom,51.0
531508,22799,SWEETHEART WIRE FRUIT BOWL,2,2010-11-08 15:42:00,8.5,14016,EIRE,17.0
541252,85123A,WHITE HANGING HEART T-LIGHT HOLDER,20,2011-01-16 13:41:00,2.95,13064,United Kingdom,59.0
495349,84612B,SET/4 BLACK  BAROQUE FLOCK COASTER,6,2010-01-24 10:50:00,2.55,15641,United Kingdom,15.299999999999999
500341,72715,SPHERICAL IVORY CANDLE ,4,2010-03-07 14:31:00,0.42,16466,United Kingdom,1.68
572552,20662,FIRST CLASS HOLIDAY PURSE ,2,2011-10-24 17:07:00,5.79,14096,United Kingdom,11.58
553384,22425,ENAMEL COLANDER CREAM,1,2011-05-16 15:53:00,4.95,16899,United Kingdom,4.95
528615,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,1,2010-10-22 16:36:00,8.5,17231,United Kingdom,8.5
527409,21482,MUSHROOM BLUE HOT WATER BOTTLE,1,2010-10-17 14:54:00,2.95,17141,United Kingdom,2.95
503985,78124,MAGAZINE RACK GEBRA ASSORTED ,6,2010-04-09 10:08:00,2.75,12468,Germany,16.5
564565,47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,24,2011-08-26 10:50:00,0.42,14911,EIRE,10.08
529156,22575,METAL MERRY CHRISTMAS WREATH,1,2010-10-26 16:47:00,1.95,16549,United Kingdom,1.95
540953,84510A,SET OF 4 ENGLISH ROSE COASTERS,1,2011-01-12 13:16:00,1.25,14587,United Kingdom,1.25
528424,22944,CHRISTMAS METAL POSTCARD WITH BELLS,12,2010-10-22 09:53:00,1.25,12899,United Kingdom,15.0
566334,37446,MINI CAKE STAND WITH HANGING CAKES,32,2011-09-12 12:24:00,1.25,13798,United Kingdom,40.0
509273,22428,ENAMEL FIRE BUCKET CREAM,1,2010-05-21 11:26:00,6.95,14744,United Kingdom,6.95
562923,82494L,WOODEN FRAME ANTIQUE WHITE ,12,2011-08-10 14:34:00,2.95,16996,United Kingdom,35.400000000000006
538035,22572,ROCKING HORSE GREEN CHRISTMAS ,1,2010-12-09 13:03:00,0.85,16065,United Kingdom,0.85
533948,84536B,FAIRY CAKES NOTEBOOK A7 SIZE,1,2010-11-19 12:09:00,0.42,17346,United Kingdom,0.42
556954,21172,PARTY METAL SIGN ,12,2011-06-16 08:38:00,1.45,15585,United Kingdom,17.4
566317,23340,VINTAGE CHRISTMAS CAKE FRILL,12,2011-09-12 10:19:00,1.65,13375,United Kingdom,19.799999999999997
506830,21175,GIN + TONIC DIET METAL SIGN,2,2010-05-04 13:19:00,2.1,13542,United Kingdom,4.2
569638,22865,HAND WARMER OWL DESIGN,12,2011-10-05 12:15:00,2.1,16140,United Kingdom,25.200000000000003
544999,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,360,2011-02-25 12:28:00,1.06,17388,United Kingdom,381.6
542284,22616,PACK OF 12 LONDON TISSUES ,72,2011-01-27 10:56:00,0.29,17311,United Kingdom,20.88
578702,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,2011-11-25 10:58:00,2.95,15382,United Kingdom,17.700000000000003
576359,22667,RECIPE BOX RETROSPOT ,24,2011-11-14 16:59:00,2.55,14680,United Kingdom,61.199999999999996
544471,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2011-02-21 08:50:00,1.25,18094,United Kingdom,15.0
517254,90145,SILVER HOOP EARRINGS WITH FLOWER,1,2010-07-27 16:22:00,5.95,15532,United Kingdom,5.95
578702,23583,LUNCH BAG PAISLEY PARK  ,10,2011-11-25 10:58:00,1.65,15382,United Kingdom,16.5
551810,22554,PLASTERS IN TIN WOODLAND ANIMALS,1,2011-05-04 11:32:00,1.65,15719,United Kingdom,1.65
546688,22698,PINK REGENCY TEACUP AND SAUCER,6,2011-03-16 10:17:00,2.95,16497,United Kingdom,17.700000000000003
531826,22594,CHRISTMAS GINGHAM TREE,12,2010-11-09 17:59:00,0.85,13721,United Kingdom,10.2
574835,23534,STOP FOR TEA WALL ART,3,2011-11-07 11:31:00,5.95,13139,United Kingdom,17.85
561195,22755,SMALL PURPLE BABUSHKA NOTEBOOK ,3,2011-07-25 13:57:00,0.85,14796,United Kingdom,2.55
575039,22374,AIRLINE BAG VINTAGE JET SET RED,1,2011-11-08 11:53:00,4.25,15005,United Kingdom,4.25
530130,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,3,2010-11-01 15:28:00,4.95,14911,EIRE,14.850000000000001
508486,22500,SET OF 2 TINS JARDIN DE PROVENCE,1,2010-05-16 12:57:00,4.95,16456,United Kingdom,4.95
568344,21891,TRADITIONAL WOODEN SKIPPING ROPE,12,2011-09-26 15:23:00,1.45,16531,United Kingdom,17.4
573588,22982,PANTRY PASTRY BRUSH,12,2011-10-31 15:01:00,1.25,12588,Finland,15.0
577049,23007, SPACEBOY BABY GIFT SET,1,2011-11-17 13:58:00,16.95,17397,United Kingdom,16.95
503024,21589,SWALLOW GIANT TUBE MATCHES,12,2010-03-29 15:03:00,2.55,16197,United Kingdom,30.599999999999998
573305,23556,LANDMARK FRAME COVENT GARDEN ,1,2011-10-28 16:13:00,12.5,17837,United Kingdom,12.5
556256,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2011-06-09 17:37:00,2.95,14309,United Kingdom,17.700000000000003
519514,21977,PACK OF 60 PINK PAISLEY CAKE CASES,240,2010-08-18 09:19:00,0.42,14156,EIRE,100.8
526645,20878,SET/9 CHRISTMAS T-LIGHTS SCENTED ,2,2010-10-12 13:33:00,1.25,17841,United Kingdom,2.5
577770,22384,LUNCH BAG PINK POLKADOT,10,2011-11-21 15:33:00,1.65,13282,United Kingdom,16.5
504204,21524,DOOR MAT SPOTTY HOME SWEET HOME,4,2010-04-12 11:22:00,7.49,14930,Channel Islands,29.96
543652,20726,LUNCH BAG WOODLAND,10,2011-02-11 10:15:00,1.65,15544,United Kingdom,16.5
573899,22585,PACK OF 6 BIRDY GIFT TAGS,12,2011-11-01 14:41:00,1.25,15847,United Kingdom,15.0
493817,22254,FELT TOADSTOOL LARGE,12,2010-01-07 12:22:00,1.25,16641,United Kingdom,15.0
578953,21533,RETROSPOT LARGE MILK JUG,2,2011-11-27 14:50:00,4.95,13546,United Kingdom,9.9
578270,22077,6 RIBBONS RUSTIC CHARM,5,2011-11-23 13:39:00,3.29,14096,United Kingdom,16.45
562150,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2011-08-03 10:49:00,2.1,14132,United Kingdom,12.600000000000001
506781,82599,FANNY'S REST STOPMETAL SIGN,12,2010-05-04 12:16:00,2.1,14895,United Kingdom,25.200000000000003
570019,21523,DOORMAT FANCY FONT HOME SWEET HOME,1,2011-10-07 10:13:00,8.25,17841,United Kingdom,8.25
560723,22545,MINI JIGSAW BUNNIES,1,2011-07-20 13:53:00,0.42,16464,United Kingdom,0.42
525112,21981,PACK OF 12 WOODLAND TISSUES ,24,2010-10-04 11:16:00,0.29,12474,Germany,6.959999999999999
497002,84992,72 SWEETHEART FAIRY CAKE CASES,24,2010-02-05 11:57:00,0.55,12853,United Kingdom,13.200000000000001
577057,84692,BOX OF 24 COCKTAIL PARASOLS,1,2011-11-17 14:26:00,0.42,12748,United Kingdom,0.42
538367,85124B,BLUE JUICY FRUIT PHOTO FRAME,6,2010-12-12 10:48:00,2.55,14800,United Kingdom,15.299999999999999
490728,22179,SET 10 LIGHTS NIGHT OWL,1,2009-12-07 16:40:00,6.75,16702,United Kingdom,6.75
575602,23542,WALL ART 70'S ALPHABET ,1,2011-11-10 12:27:00,8.25,17059,United Kingdom,8.25
545417,22849,BREAD BIN DINER STYLE MINT,2,2011-03-02 13:42:00,16.95,15622,United Kingdom,33.9
491173,21035,SET/2 RED SPOTTY TEA TOWELS ,2,2009-12-10 11:42:00,2.95,15858,United Kingdom,5.9
519600,22383,LUNCH BAG SUKI  DESIGN ,1,2010-08-18 15:47:00,1.65,15353,United Kingdom,1.65
562368,20723,STRAWBERRY CHARLOTTE BAG,50,2011-08-04 14:06:00,0.85,16570,United Kingdom,42.5
524490,22327,ROUND SNACK BOXES SET OF 4 SKULLS,5,2010-09-29 12:22:00,2.95,14451,United Kingdom,14.75
539353,20983,12 PENCILS TALL TUBE RED RETROSPOT,24,2010-12-17 11:30:00,0.85,12782,Portugal,20.4
523664,22940,FELTCRAFT CHRISTMAS FAIRY,1,2010-09-23 14:15:00,4.25,15005,United Kingdom,4.25
533336,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2010-11-16 18:10:00,1.65,12714,France,19.799999999999997
525055,22119,PEACE WOODEN BLOCK LETTERS,2,2010-10-03 13:56:00,6.95,16407,United Kingdom,13.9
555473,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,2,2011-06-03 11:59:00,0.85,14700,United Kingdom,1.7
507819,21212,PACK OF 72 RETRO SPOT CAKE CASES,24,2010-05-11 13:06:00,0.55,14344,United Kingdom,13.200000000000001
527407,22271,FELTCRAFT DOLL ROSIE,1,2010-10-17 14:44:00,2.95,17141,United Kingdom,2.95
521178,22457,NATURAL SLATE HEART CHALKBOARD ,6,2010-09-02 15:58:00,2.95,12831,United Kingdom,17.700000000000003
496774,21457,2 PICTURE BOOK EGGS EASTER DUCKS,12,2010-02-03 15:52:00,1.25,13562,United Kingdom,15.0
538191,22659,LUNCH BOX I LOVE LONDON,128,2010-12-10 10:49:00,1.65,15061,United Kingdom,211.2
533112,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,2010-11-16 12:14:00,1.95,15311,United Kingdom,19.5
540161,22622,BOX OF VINTAGE ALPHABET BLOCKS,1,2011-01-05 11:52:00,9.95,16719,United Kingdom,9.95
565515,23343,JUMBO BAG VINTAGE CHRISTMAS ,20,2011-09-05 11:51:00,2.08,17491,United Kingdom,41.6
501434,22423,REGENCY CAKESTAND 3 TIER,1,2010-03-16 13:15:00,12.75,14496,United Kingdom,12.75
553423,23182,TOILET SIGN OCCUPIED OR VACANT,2,2011-05-17 10:28:00,0.83,17811,United Kingdom,1.66
512739,85099F,JUMBO BAG STRAWBERRY,20,2010-06-17 14:14:00,1.95,13037,United Kingdom,39.0
540371,22862,LOVE HEART NAPKIN BOX ,4,2011-01-06 16:35:00,4.25,14312,United Kingdom,17.0
525200,21790,VINTAGE SNAP CARDS,4,2010-10-04 12:36:00,0.85,16444,United Kingdom,3.4
534379,22894,TABLECLOTH RED APPLES DESIGN ,2,2010-11-22 12:36:00,8.5,14646,Netherlands,17.0
521822,90170,DAISY HAIR BAND,12,2010-09-09 10:37:00,1.65,12714,France,19.799999999999997
544091,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12,2011-02-16 08:37:00,1.25,14897,United Kingdom,15.0
571675,22865,HAND WARMER OWL DESIGN,12,2011-10-18 13:26:00,2.1,13700,United Kingdom,25.200000000000003
562517,21993,FLORAL FOLK STATIONERY SET,2,2011-08-05 12:27:00,1.25,15719,United Kingdom,2.5
555541,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,2,2011-06-05 12:51:00,3.25,16883,United Kingdom,6.5
579015,23084,RABBIT NIGHT LIGHT,24,2011-11-28 09:54:00,1.79,12906,United Kingdom,42.96
581112,22111,SCOTTIE DOG HOT WATER BOTTLE,18,2011-12-07 12:17:00,4.95,16678,United Kingdom,89.10000000000001
544586,84987,SET OF 36 TEATIME PAPER DOILIES,4,2011-02-21 15:04:00,1.45,17338,United Kingdom,5.8
570784,POST,POSTAGE,1,2011-10-12 11:49:00,18.0,12569,Germany,18.0
523515,85099C,JUMBO  BAG BAROQUE BLACK WHITE,20,2010-09-22 12:44:00,1.95,15039,United Kingdom,39.0
537375,21982,PACK OF 12 SUKI TISSUES ,6,2010-12-06 12:55:00,0.29,17019,United Kingdom,1.7399999999999998
504887,22275,WEEKEND BAG VINTAGE ROSE PAISLEY,4,2010-04-18 13:40:00,7.65,17850,United Kingdom,30.6
530272,22505,MEMO BOARD COTTAGE DESIGN,8,2010-11-02 11:52:00,4.95,12389,Australia,39.6
563370,22841,ROUND CAKE TIN VINTAGE GREEN,2,2011-08-16 09:34:00,7.95,16153,United Kingdom,15.9
501550,20828,GLITTER BUTTERFLY CLIPS,6,2010-03-17 15:29:00,2.55,13371,United Kingdom,15.299999999999999
566558,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,4,2011-09-13 11:51:00,2.08,15311,United Kingdom,8.32
577296,23493,VINTAGE DOILY TRAVEL SEWING KIT,4,2011-11-18 12:47:00,1.95,17286,United Kingdom,7.8
546230,21155,RED RETROSPOT PEG BAG,6,2011-03-10 12:26:00,2.55,13871,United Kingdom,15.299999999999999
517393,85099B,JUMBO BAG RED RETROSPOT,40,2010-07-29 10:00:00,1.95,13340,United Kingdom,78.0
551412,22804,CANDLEHOLDER PINK HANGING HEART,3,2011-04-28 13:31:00,2.95,15508,United Kingdom,8.850000000000001
575856,23306,SET OF 36 PANTRY PAPER DOILIES,1,2011-11-11 12:28:00,1.45,16386,United Kingdom,1.45
574056,21212,PACK OF 72 RETROSPOT CAKE CASES,120,2011-11-02 14:09:00,0.42,14646,Netherlands,50.4
499382,22377,BOTTLE BAG RETROSPOT ,1,2010-02-26 12:08:00,2.1,14646,Netherlands,2.1
553002,22670,FRENCH WC SIGN BLUE METAL,1,2011-05-12 15:26:00,1.25,13263,United Kingdom,1.25
549614,21987,PACK OF 6 SKULL PAPER CUPS,12,2011-04-11 11:38:00,0.65,12720,Germany,7.800000000000001
573407,35961,FOLKART ZINC HEART CHRISTMAS DEC,12,2011-10-30 15:58:00,0.85,18067,United Kingdom,10.2
499990,21868,POTTING SHED TEA MUG,12,2010-03-03 16:33:00,1.25,13890,United Kingdom,15.0
535259,21930,JUMBO STORAGE BAG SKULLS,3,2010-11-25 13:18:00,1.95,17068,United Kingdom,5.85
525091,20801,LARGE PINK GLASS SUNDAE DISH,6,2010-10-04 09:06:00,2.55,16817,United Kingdom,15.299999999999999
567477,23178,JAM CLOCK MAGNET,3,2011-09-20 13:20:00,2.89,16327,United Kingdom,8.67
492419,22099,CARAVAN SQUARE TISSUE BOX,1,2009-12-16 17:34:00,1.25,14540,United Kingdom,1.25
527841,22157,ANGEL DECORATION WITH LACE PADDED,2,2010-10-19 11:29:00,0.85,17219,United Kingdom,1.7
557793,22425,ENAMEL COLANDER CREAM,1,2011-06-22 17:30:00,4.95,14998,United Kingdom,4.95
565329,21849,SILVER DIAMANTE PEN IN GIFT BOX,1,2011-09-02 13:54:00,4.95,14606,United Kingdom,4.95
519005,21122,SET/10 PINK SPOTTY PARTY CANDLES,1,2010-08-12 19:18:00,1.25,16549,United Kingdom,1.25
511314,22424,ENAMEL BREAD BIN CREAM,1,2010-06-07 16:39:00,12.75,14606,United Kingdom,12.75
501530,21508,VINTAGE KID DOLLY CARD ,24,2010-03-17 12:47:00,0.42,13089,United Kingdom,10.08
500093,22250,DECORATION  BUTTERFLY  MAGIC GARDEN,1,2010-03-04 12:13:00,0.85,15910,United Kingdom,0.85
527379,22581,WOOD STOCKING CHRISTMAS SCANDISPOT,20,2010-10-17 12:52:00,0.85,13527,United Kingdom,17.0
548327,84989A,75 GREEN FAIRY CAKE CASES,1,2011-03-30 13:05:00,0.55,16788,United Kingdom,0.55
573588,22423,REGENCY CAKESTAND 3 TIER,2,2011-10-31 15:01:00,12.75,12588,Finland,25.5
571844,23201,JUMBO BAG ALPHABET,20,2011-10-19 12:30:00,2.08,17101,United Kingdom,41.6
566601,22070,SMALL RED RETROSPOT MUG IN BOX ,1,2011-09-13 15:57:00,3.75,16469,United Kingdom,3.75
504714,20981,12 PENCILS TALL TUBE WOODLAND,12,2010-04-16 10:16:00,0.85,12395,Belgium,10.2
566788,22715,CARD WEDDING DAY,72,2011-09-15 10:31:00,0.36,14306,United Kingdom,25.919999999999998
508101,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2010-05-13 10:02:00,1.65,12647,Germany,19.799999999999997
525431,37448,CERAMIC CAKE DESIGN SPOTTED MUG,12,2010-10-05 13:14:00,1.49,16300,United Kingdom,17.88
531551,21143,ANTIQUE GLASS HEART DECORATION ,12,2010-11-09 09:16:00,1.95,15602,United Kingdom,23.4
544945,22094,RED RETROSPOT TISSUE BOX,12,2011-02-25 10:53:00,1.25,17735,United Kingdom,15.0
565141,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,1,2011-09-01 13:40:00,0.85,17841,United Kingdom,0.85
520972,22199,FRYING PAN RED POLKADOT ,1,2010-09-01 12:38:00,4.25,12391,Cyprus,4.25
570244,22810,SET OF 6 T-LIGHTS SNOWMEN,6,2011-10-09 16:05:00,2.95,14514,United Kingdom,17.700000000000003
567183,22907,PACK OF 20 NAPKINS PANTRY DESIGN,8,2011-09-18 15:32:00,0.85,14769,United Kingdom,6.8
529590,22582,PACK OF 6 SWEETIE GIFT BOXES,4,2010-10-28 20:03:00,2.55,17974,United Kingdom,10.2
566297,21755,LOVE BUILDING BLOCK WORD,1,2011-09-11 15:50:00,6.25,16794,United Kingdom,6.25
529942,85152,HAND OVER THE CHOCOLATE   SIGN ,2,2010-10-31 14:59:00,2.1,15867,United Kingdom,4.2
553346,22427,ENAMEL FLOWER JUG CREAM,12,2011-05-16 12:57:00,5.45,17054,United Kingdom,65.4
552730,22502,PICNIC BASKET WICKER SMALL,4,2011-05-11 10:42:00,5.95,16837,United Kingdom,23.8
536945,22437,SET OF 9 BLACK SKULL BALLOONS,1,2010-12-03 12:24:00,0.85,14083,United Kingdom,0.85
574740,22067,CHOC TRUFFLE GOLD TRINKET POT ,12,2011-11-06 16:07:00,1.65,12357,Switzerland,19.799999999999997
515922,21623,VINTAGE UNION JACK MEMOBOARD,1,2010-07-15 13:58:00,9.95,14667,United Kingdom,9.95
497363,21485,RED SPOT HEART HOT WATER BOTTLE,3,2010-02-09 09:41:00,4.95,12370,Austria,14.850000000000001
500498,85041,SET/4 PINK ORCHID CANDLES IN BOWL,12,2010-03-08 13:17:00,1.65,17672,United Kingdom,19.799999999999997
550284,22717,CARD DOG AND BALL ,12,2011-04-15 14:10:00,0.42,12383,Belgium,5.04
560921,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,2011-07-21 19:17:00,0.65,16224,United Kingdom,10.4
549851,22084,PAPER CHAIN KIT EMPIRE,12,2011-04-12 15:08:00,2.95,16062,United Kingdom,35.400000000000006
541504,21535,RED RETROSPOT SMALL MILK JUG,1,2011-01-18 15:37:00,2.55,14415,United Kingdom,2.55
491717,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,1,2009-12-13 15:54:00,2.95,16725,United Kingdom,2.95
559987,23296,SET OF 6 TEA TIME BAKING CASES,128,2011-07-14 12:12:00,1.04,12619,Germany,133.12
572241,22867,HAND WARMER BIRD DESIGN,12,2011-10-21 15:20:00,2.1,12712,Germany,25.200000000000003
505708,20725,LUNCH BAG RED SPOTTY,1,2010-04-25 12:15:00,1.65,13782,United Kingdom,1.65
537855,21690,SILVER  CANDLEPOT JARDIN ,1,2010-12-08 15:59:00,3.75,15996,United Kingdom,3.75
524969,22025,RING OF ROSES BIRTHDAY CARD,72,2010-10-01 14:38:00,0.36,14646,Netherlands,25.919999999999998
531162,20749,ASSORTED COLOUR MINI CASES,1,2010-11-05 14:21:00,7.95,17841,United Kingdom,7.95
496216,21507,"ELEPHANT, BIRTHDAY CARD, ",12,2010-01-29 13:44:00,0.42,16802,United Kingdom,5.04
523023,22297,HEART IVORY TRELLIS SMALL,24,2010-09-20 11:45:00,1.25,17716,United Kingdom,30.0
536990,20669,RED HEART LUGGAGE TAG,12,2010-12-03 15:14:00,1.25,12793,Portugal,15.0
552885,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,72,2011-05-12 10:15:00,3.75,14646,Netherlands,270.0
580622,47559B,TEA TIME OVEN GLOVE,10,2011-12-05 12:09:00,1.25,17006,United Kingdom,12.5
519529,22629,SPACEBOY LUNCH BOX ,12,2010-08-18 10:29:00,1.95,13320,United Kingdom,23.4
500902,21508,VINTAGE KID DOLLY CARD ,12,2010-03-11 10:07:00,0.42,13093,United Kingdom,5.04
544795,16161U,WRAP SUKI AND FRIENDS,25,2011-02-23 13:21:00,0.42,15858,United Kingdom,10.5
581006,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-12-07 08:45:00,2.95,14911,EIRE,17.700000000000003
499219,84856S,SMALL TAHITI BEACH BAG,48,2010-02-25 11:28:00,3.81,13288,United Kingdom,182.88
537046,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,2010-12-05 10:58:00,6.45,18109,United Kingdom,12.9
524708,22145,CHRISTMAS CRAFT HEART STOCKING ,6,2010-09-30 12:38:00,2.1,13394,United Kingdom,12.600000000000001
541987,22740,POLKADOT PEN,48,2011-01-24 16:05:00,0.85,14130,United Kingdom,40.8
524115,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,36,2010-09-27 13:47:00,2.95,16705,United Kingdom,106.2
534681,22242,5 HOOK HANGER MAGIC TOADSTOOL,1,2010-11-23 14:50:00,1.65,13451,United Kingdom,1.65
530590,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,60,2010-11-03 14:57:00,2.55,13319,United Kingdom,153.0
573891,21915,RED  HARMONICA IN BOX ,12,2011-11-01 13:56:00,1.25,12682,France,15.0
514499,21474,SWEETHEART CREAM STEEL FOLDIN BENCH,1,2010-07-04 10:55:00,19.95,14896,United Kingdom,19.95
506452,22607,WOODEN ROUNDERS GARDEN SET ,1,2010-04-29 18:31:00,8.5,15709,United Kingdom,8.5
580679,22112,CHOCOLATE HOT WATER BOTTLE,3,2011-12-05 14:49:00,4.95,18198,United Kingdom,14.850000000000001
553856,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,2,2011-05-19 13:28:00,1.45,16813,United Kingdom,2.9
571158,22097,SWALLOW SQUARE TISSUE BOX,2,2011-10-14 10:25:00,0.39,14606,United Kingdom,0.78
536358,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2010-11-30 17:58:00,1.69,17204,United Kingdom,27.04
493442,21524,SPOTTY  HOME SWEET HOME DOORMAT,1,2010-01-04 13:36:00,6.75,13821,United Kingdom,6.75
532979,22334,DINOSAUR PARTY BAG + STICKER SET,2,2010-11-15 13:39:00,1.65,17346,United Kingdom,3.3
506122,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,2010-04-27 14:11:00,0.65,13048,United Kingdom,10.4
491736,21710,FOLDING UMBRELLA  PINK/WHITE  SPOT,8,2009-12-14 10:34:00,4.95,13013,United Kingdom,39.6
541678,20756,GREEN FERN POCKET BOOK,3,2011-01-20 14:13:00,0.85,17771,United Kingdom,2.55
530288,22418,10 COLOUR SPACEBOY PEN,12,2010-11-02 12:16:00,0.85,14593,United Kingdom,10.2
531210,82583,HOT BATHS METAL SIGN,1,2010-11-05 16:07:00,2.1,13263,United Kingdom,2.1
543306,22417,PACK OF 60 SPACEBOY CAKE CASES,2,2011-02-07 11:56:00,0.55,16686,United Kingdom,1.1
573035,21908,CHOCOLATE THIS WAY METAL SIGN,12,2011-10-27 13:43:00,2.1,12433,Norway,25.200000000000003
559653,21558,SKULL LUNCH BOX WITH CUTLERY ,1,2011-07-11 12:49:00,2.55,14552,United Kingdom,2.55
550162,21581,SKULLS  DESIGN  COTTON TOTE BAG,6,2011-04-14 16:23:00,2.25,12569,Germany,13.5
493721,21447,12 IVORY ROSE PEG PLACE SETTINGS,1,2010-01-06 10:53:00,1.25,17362,United Kingdom,1.25
553838,20725,LUNCH BAG RED RETROSPOT,10,2011-05-19 12:10:00,1.65,12620,France,16.5
521973,21865,PINK UNION JACK  PASSPORT COVER ,1,2010-09-09 19:46:00,2.1,17366,United Kingdom,2.1
567636,22570,FELTCRAFT CUSHION RABBIT,4,2011-09-21 13:48:00,3.75,16358,United Kingdom,15.0
546670,22357,KINGS CHOICE BISCUIT TIN,1,2011-03-15 15:37:00,4.25,13451,United Kingdom,4.25
528605,22750,FELTCRAFT PRINCESS LOLA DOLL,4,2010-10-22 15:24:00,3.75,15865,United Kingdom,15.0
578074,22364,GLASS JAR DIGESTIVE BISCUITS,1,2011-11-22 16:06:00,2.95,17590,United Kingdom,2.95
548148,84692,BOX OF 24 COCKTAIL PARASOLS,3,2011-03-29 12:31:00,0.42,17931,United Kingdom,1.26
554765,48187,DOORMAT NEW ENGLAND,2,2011-05-26 11:38:00,7.95,16837,United Kingdom,15.9
490966,21309,LOUVRE CHALKBOARD,4,2009-12-08 16:20:00,9.95,17178,United Kingdom,39.8
528363,21499,BLUE POLKADOT WRAP,25,2010-10-21 15:38:00,0.42,14442,Channel Islands,10.5
532657,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,2010-11-14 11:10:00,0.85,14562,United Kingdom,10.2
533381,22756,LARGE YELLOW BABUSHKA NOTEBOOK ,2,2010-11-17 10:55:00,1.25,14417,United Kingdom,2.5
576520,23333,IVORY WICKER HEART MEDIUM,2,2011-11-15 12:33:00,1.25,14467,United Kingdom,2.5
499526,20749,ASSORTED COLOUR MINI CASES,2,2010-03-01 10:36:00,7.95,17241,United Kingdom,15.9
565320,22908,PACK OF 20 NAPKINS RED APPLES,1,2011-09-02 13:10:00,0.85,16745,United Kingdom,0.85
526863,22821,GIFT BAG PSYCHEDELIC APPLES,12,2010-10-13 13:08:00,0.65,15203,United Kingdom,7.800000000000001
544495,21125,SET 6 FOOTBALL CELEBRATION CANDLES,12,2011-02-21 11:42:00,1.25,12766,Portugal,15.0
564965,23293,SET OF 12 FAIRY CAKE BAKING CASES,8,2011-08-31 15:07:00,0.83,17677,United Kingdom,6.64
522086,22630,DOLLY GIRL LUNCH BOX,12,2010-09-12 12:00:00,1.95,16042,United Kingdom,23.4
511051,22544,MINI JIGSAW SPACEBOY,6,2010-06-06 12:13:00,0.42,12911,United Kingdom,2.52
490471,21424,WOODLAND STORAGE BOX LARGE ,3,2009-12-06 12:28:00,2.95,15878,United Kingdom,8.850000000000001
519407,21059,PARTY INVITES DINOSAURS,12,2010-08-17 09:47:00,0.85,15498,United Kingdom,10.2
526910,21330,WOODLAND ANIMAL  WRITING SET ,6,2010-10-13 15:37:00,1.65,15351,United Kingdom,9.899999999999999
580059,22112,CHOCOLATE HOT WATER BOTTLE,12,2011-12-01 13:22:00,4.95,17768,United Kingdom,59.400000000000006
523309,20712,JUMBO BAG WOODLAND ANIMALS,10,2010-09-21 13:08:00,1.95,14156,EIRE,19.5
490472,21621,VINTAGE UNION JACK BUNTING,6,2009-12-06 12:28:00,8.5,16485,United Kingdom,51.0
566193,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,12,2011-09-09 13:37:00,1.25,14961,United Kingdom,15.0
521038,21010,ETCHED GLASS BIRD TREE DECORATION,12,2010-09-02 09:14:00,1.25,12589,France,15.0
576379,23215,JINGLE BELL HEART ANTIQUE SILVER,12,2011-11-15 09:21:00,2.08,16423,United Kingdom,24.96
573346,22597,MUSICAL ZINC HEART DECORATION ,42,2011-10-30 12:18:00,0.29,17255,United Kingdom,12.18
507735,22197,SMALL POPCORN HOLDER,8,2010-05-11 12:10:00,0.85,17321,United Kingdom,6.8
493139,85232A,SET/3 POLKA DOT STACKING TINS,2,2009-12-22 11:32:00,4.95,15311,United Kingdom,9.9
537852,21294,ETCHED GLASS COASTER,48,2010-12-08 15:56:00,1.25,17340,United Kingdom,60.0
