customer_id,cohort_month,country,first_purchase_date,last_purchase_date,customer_lifespan_days,total_orders,total_revenue,avg_order_value,first_order_value,is_churned,is_lapsed_90d,eligible_for_90d,retained_90d
13933,2011-07-01,United Kingdom,2011-07-14,2011-08-22,39,2,608.79,304.39,300.99,0,1,1,1
13934,2011-03-01,United Kingdom,2011-03-21,2011-03-21,0,1,922.1,922.1,922.1,1,1,1,0
13935,2010-02-01,United Kingdom,2010-02-25,2010-04-22,56,3,6116.92,2038.97,2320.03,0,1,1,1
13936,2010-10-01,United Kingdom,2010-10-21,2011-06-13,235,3,939.66,313.22,408.18,0,1,1,1
13937,2010-11-01,United Kingdom,2010-11-02,2011-06-23,233,2,880.13,440.07,721.28,0,1,1,0
13938,2011-11-01,United Kingdom,2011-11-04,2011-11-04,0,1,71.66,71.66,71.66,1,0,0,0
13939,2010-04-01,United Kingdom,2010-04-06,2011-11-16,589,7,1560.96,222.99,165.38,0,0,1,1
13940,2011-07-01,United Kingdom,2011-07-18,2011-11-22,127,4,839.14,209.79,218.62,0,0,1,1
13941,2009-12-01,United Kingdom,2009-12-16,2011-11-18,702,15,11122.3,741.49,781.1,0,0,1,1
13942,2010-06-01,United Kingdom,2010-06-23,2010-06-23,0,1,320.0,320.0,320.0,1,1,1,0
13943,2010-05-01,United Kingdom,2010-05-11,2010-05-11,0,1,246.54,246.54,246.54,1,1,1,0
13944,2010-02-01,United Kingdom,2010-02-24,2010-02-24,0,1,200.43,200.43,200.43,1,1,1,0
13945,2010-08-01,United Kingdom,2010-08-17,2010-11-10,85,2,854.15,427.07,515.65,0,1,1,1
13946,2009-12-01,United Kingdom,2009-12-04,2011-09-21,656,6,1876.23,312.71,280.2,0,0,1,0
13947,2011-10-01,United Kingdom,2011-10-05,2011-10-05,0,1,90.6,90.6,90.6,1,0,0,0
13948,2009-12-01,United Kingdom,2009-12-04,2010-12-14,375,4,548.76,137.19,155.65,0,1,1,1
13949,2011-09-01,United Kingdom,2011-09-06,2011-12-07,92,6,2427.32,404.55,537.9,0,0,1,1
13950,2011-04-01,United Kingdom,2011-04-07,2011-11-28,235,4,745.06,186.27,179.31,0,0,1,0
13951,2011-02-01,United Kingdom,2011-02-18,2011-06-16,118,3,674.45,224.82,212.56,0,1,1,1
13952,2009-12-01,United Kingdom,2009-12-16,2011-05-06,506,14,12823.52,915.97,1226.79,0,1,1,1
13953,2009-12-01,United Kingdom,2009-12-11,2011-12-02,721,12,6640.68,553.39,500.0,0,0,1,1
13954,2011-09-01,United Kingdom,2011-09-30,2011-12-08,69,2,439.92,219.96,227.41,0,0,0,1
13955,2010-11-01,United Kingdom,2010-11-29,2011-07-08,221,3,545.17,181.72,222.21,0,1,1,1
13956,2011-03-01,United Kingdom,2011-03-13,2011-12-04,266,5,1026.42,205.28,119.72,0,0,1,1
13957,2010-02-01,United Kingdom,2010-02-19,2010-10-18,241,3,458.25,152.75,102.84,0,1,1,1
13958,2009-12-01,United Kingdom,2009-12-05,2010-11-25,355,8,4709.23,588.65,796.55,0,1,1,1
13959,2010-07-01,United Kingdom,2010-07-16,2011-09-21,432,6,1076.18,179.36,43.25,0,0,1,1
13960,2011-09-01,United Kingdom,2011-09-29,2011-11-18,50,2,230.22,115.11,128.1,0,0,0,1
13961,2010-11-01,United Kingdom,2010-11-12,2010-11-12,0,1,538.4,538.4,538.4,1,1,1,0
13962,2010-09-01,United Kingdom,2010-09-30,2011-11-18,414,3,362.8,120.93,193.25,0,0,1,0
13963,2010-04-01,United Kingdom,2010-04-21,2011-02-04,289,17,3011.87,177.17,305.33,0,1,1,1
13964,2010-10-01,United Kingdom,2010-10-05,2010-11-17,43,2,438.9,219.45,305.65,0,1,1,1
13965,2010-01-01,United Kingdom,2010-01-05,2010-08-20,227,3,996.61,332.2,588.31,0,1,1,1
13966,2010-09-01,United Kingdom,2010-09-30,2010-09-30,0,1,390.86,390.86,390.86,1,1,1,0
13967,2010-11-01,United Kingdom,2010-11-08,2011-07-17,251,2,166.3,83.15,85.6,0,1,1,0
13968,2010-10-01,United Kingdom,2010-10-12,2010-10-12,0,1,123.66,123.66,123.66,1,1,1,0
13969,2010-03-01,United Kingdom,2010-03-25,2011-12-02,617,35,13365.87,381.88,360.95,0,0,1,1
13970,2010-09-01,United Kingdom,2010-09-28,2010-11-18,51,2,846.55,423.28,288.55,0,1,1,1
13971,2010-01-01,United Kingdom,2010-01-26,2011-11-21,664,14,4667.57,333.4,267.22,0,0,1,1
13972,2011-05-01,United Kingdom,2011-05-22,2011-09-30,131,2,190.25,95.13,145.9,0,0,1,0
13973,2011-02-01,United Kingdom,2011-02-25,2011-02-25,0,1,264.7,264.7,264.7,1,1,1,0
13974,2010-05-01,United Kingdom,2010-05-06,2011-10-21,533,2,677.72,338.86,264.13,0,0,1,0
13975,2010-02-01,United Kingdom,2010-02-02,2011-11-08,644,12,5358.84,446.57,553.66,0,0,1,1
13976,2010-02-01,United Kingdom,2010-02-09,2011-05-17,462,4,1192.36,298.09,275.41,0,1,1,1
13977,2010-10-01,United Kingdom,2010-10-24,2010-10-24,0,1,519.81,519.81,519.81,1,1,1,0
13978,2011-10-01,United Kingdom,2011-10-25,2011-11-25,31,2,196.79,98.4,158.99,0,0,0,1
13979,2009-12-01,United Kingdom,2009-12-03,2011-09-27,663,7,3416.23,488.03,203.78,0,0,1,1
13980,2010-02-01,United Kingdom,2010-02-21,2011-10-10,596,5,799.92,159.98,216.9,0,0,1,1
13981,2010-10-01,United Kingdom,2010-10-20,2010-10-20,0,1,331.14,331.14,331.14,1,1,1,0
13982,2010-01-01,United Kingdom,2010-01-20,2011-10-31,649,9,4445.59,493.95,835.45,0,0,1,1
13983,2009-12-01,United Kingdom,2009-12-09,2011-11-10,701,21,7108.45,338.5,175.95,0,0,1,1
13984,2009-12-01,United Kingdom,2009-12-07,2011-11-13,706,12,2048.6,170.72,214.8,0,0,1,1
13985,2010-02-01,United Kingdom,2010-02-09,2011-12-05,664,22,10020.86,455.49,224.35,0,0,1,0
13986,2011-11-01,United Kingdom,2011-11-22,2011-11-22,0,1,320.46,320.46,320.46,1,0,0,0
13987,2010-11-01,United Kingdom,2010-11-04,2010-11-25,21,2,682.54,341.27,377.46,0,1,1,1
13988,2010-03-01,United Kingdom,2010-03-24,2011-11-20,606,8,4757.8,594.73,310.2,0,0,1,0
13989,2010-05-01,United Kingdom,2010-05-25,2011-10-05,498,5,2026.06,405.21,361.68,0,0,1,1
13990,2011-05-01,United Kingdom,2011-05-10,2011-05-10,0,1,311.3,311.3,311.3,1,1,1,0
13991,2011-07-01,United Kingdom,2011-07-19,2011-11-27,131,6,855.97,142.66,126.35,0,0,1,1
13992,2010-09-01,United Kingdom,2010-09-02,2011-11-09,433,3,219.5,73.17,75.9,0,0,1,1
13993,2009-12-01,United Kingdom,2009-12-03,2011-10-28,694,19,6775.71,356.62,556.75,0,0,1,1
13994,2011-07-01,United Kingdom,2011-07-14,2011-12-06,145,6,2313.14,385.52,288.57,0,0,1,1
13995,2009-12-01,United Kingdom,2009-12-18,2011-11-24,706,14,3902.01,278.72,143.7,0,0,1,1
13996,2010-11-01,United Kingdom,2010-11-05,2010-11-18,13,2,895.76,447.88,492.38,0,1,1,1
13997,2010-06-01,United Kingdom,2010-06-07,2010-07-08,31,3,382.31,127.44,143.55,0,1,1,1
13998,2010-05-01,United Kingdom,2010-05-12,2010-09-19,130,3,566.7,188.9,264.05,0,1,1,1
13999,2009-12-01,United Kingdom,2009-12-05,2011-11-29,724,29,9502.26,327.66,350.55,0,0,1,1
14000,2009-12-01,United Kingdom,2009-12-02,2011-05-12,526,5,2046.34,409.27,192.0,0,1,1,0
14001,2010-08-01,United Kingdom,2010-08-03,2011-10-25,448,9,4530.09,503.34,500.57,0,0,1,1
14002,2011-07-01,United Kingdom,2011-07-06,2011-07-28,22,2,529.73,264.87,224.79,0,1,1,1
14003,2009-12-01,United Kingdom,2009-12-07,2009-12-07,0,1,209.41,209.41,209.41,1,1,1,0
14004,2010-09-01,United Kingdom,2010-09-30,2011-10-27,392,11,6258.45,568.95,807.15,0,0,1,1
14005,2011-05-01,United Kingdom,2011-05-08,2011-11-30,206,5,2874.72,574.94,187.16,0,0,1,1
14006,2010-02-01,United Kingdom,2010-02-25,2011-08-16,537,7,2196.67,313.81,330.66,0,1,1,1
14007,2010-07-01,United Kingdom,2010-07-15,2010-07-15,0,1,79.48,79.48,79.48,1,1,1,0
14008,2010-10-01,United Kingdom,2010-10-03,2010-10-03,0,1,509.04,509.04,509.04,1,1,1,0
14009,2010-09-01,United Kingdom,2010-09-03,2011-05-25,264,3,1099.91,366.64,404.3,0,1,1,0
14010,2010-05-01,United Kingdom,2010-05-23,2010-05-23,0,2,445.15,222.57,351.1,0,1,1,1
14011,2010-04-01,United Kingdom,2010-04-11,2010-08-16,127,2,457.82,228.91,292.34,0,1,1,0
14012,2011-03-01,United Kingdom,2011-03-07,2011-03-07,0,1,328.8,328.8,328.8,1,1,1,0
14013,2010-03-01,United Kingdom,2010-03-26,2011-08-21,513,5,1084.57,216.91,174.2,0,1,1,0
14014,2010-05-01,United Kingdom,2010-05-12,2011-09-23,499,3,1948.21,649.4,276.66,0,0,1,0
14015,2011-10-01,United Kingdom,2011-10-18,2011-10-18,0,1,917.34,917.34,917.34,1,0,0,0
14016,2010-01-01,EIRE,2010-01-08,2011-07-01,539,11,11403.41,1036.67,1190.46,0,1,1,1
14017,2010-05-01,United Kingdom,2010-05-17,2010-05-17,0,1,229.75,229.75,229.75,1,1,1,0
14018,2010-03-01,United Kingdom,2010-03-04,2010-03-04,0,1,367.15,367.15,367.15,1,1,1,0
14019,2011-07-01,United Kingdom,2011-07-24,2011-10-24,92,3,1421.61,473.87,384.29,0,0,1,1
14020,2010-06-01,United Kingdom,2010-06-28,2011-11-23,513,4,1249.01,312.25,304.68,0,0,1,1
14021,2010-04-01,United Kingdom,2010-04-26,2011-07-07,437,7,1716.58,245.23,301.09,0,1,1,1
14022,2010-08-01,United Kingdom,2010-08-10,2011-04-28,261,2,792.15,396.08,352.15,0,1,1,0
14023,2011-04-01,United Kingdom,2011-04-03,2011-12-02,243,2,584.07,292.03,273.14,0,0,1,0
14024,2010-11-01,United Kingdom,2010-11-14,2011-08-10,269,3,645.74,215.25,318.04,0,1,1,0
14025,2010-05-01,United Kingdom,2010-05-05,2010-09-01,119,8,4057.9,507.24,233.45,0,1,1,1
14026,2010-03-01,United Kingdom,2010-03-24,2010-08-26,155,2,713.11,356.56,386.53,0,1,1,0
14027,2011-10-01,United Kingdom,2011-10-10,2011-10-10,0,1,104.82,104.82,104.82,1,0,0,0
14028,2010-06-01,United Kingdom,2010-06-07,2010-06-07,0,3,10396.5,3465.5,3610.5,0,1,1,1
14029,2011-07-01,United Kingdom,2011-07-18,2011-10-07,81,2,467.66,233.83,165.2,0,0,1,1
14030,2009-12-01,United Kingdom,2009-12-10,2011-11-21,711,20,8262.29,413.11,616.53,0,0,1,1
14031,2009-12-01,United Kingdom,2009-12-03,2011-12-02,729,44,40999.17,931.8,2506.14,0,0,1,1
14032,2009-12-01,United Kingdom,2009-12-14,2011-12-07,723,16,4850.27,303.14,309.3,0,0,1,1
14033,2010-06-01,United Kingdom,2010-06-02,2010-06-02,0,1,109.44,109.44,109.44,1,1,1,0
14034,2011-07-01,United Kingdom,2011-07-05,2011-11-17,135,3,651.82,217.27,455.17,0,0,1,1
14035,2010-04-01,United Kingdom,2010-04-06,2011-11-11,584,9,2856.72,317.41,214.33,0,0,1,1
14036,2011-02-01,United Kingdom,2011-02-28,2011-02-28,0,1,626.65,626.65,626.65,1,1,1,0
14037,2009-12-01,United Kingdom,2009-12-07,2011-06-16,556,6,836.95,139.49,218.33,0,1,1,1
14038,2010-02-01,United Kingdom,2010-02-04,2011-09-22,595,5,3069.88,613.98,704.55,0,0,1,0
14039,2010-05-01,United Kingdom,2010-05-13,2011-11-06,542,2,267.28,133.64,115.08,0,0,1,0
14040,2009-12-01,United Kingdom,2009-12-01,2011-10-30,698,35,12645.57,361.3,633.33,0,0,1,1
14041,2011-03-01,United Kingdom,2011-03-18,2011-03-18,0,1,141.41,141.41,141.41,1,1,1,0
14042,2009-12-01,United Kingdom,2009-12-14,2009-12-14,0,1,431.98,431.98,431.98,1,1,1,0
14043,2009-12-01,United Kingdom,2009-12-10,2010-08-05,238,2,304.25,152.12,164.31,0,1,1,0
14044,2010-01-01,United Kingdom,2010-01-24,2011-11-13,658,10,3123.1,312.31,245.17,0,0,1,1
14045,2010-01-01,United Kingdom,2010-01-08,2011-08-22,591,16,11313.03,707.06,396.0,0,1,1,1
14046,2011-02-01,United Kingdom,2011-02-28,2011-02-28,0,1,154.99,154.99,154.99,1,1,1,0
14047,2010-02-01,United Kingdom,2010-02-01,2011-12-01,668,14,4255.03,303.93,528.24,0,0,1,0
14048,2010-11-01,United Kingdom,2010-11-22,2011-02-07,77,3,748.69,249.56,298.81,0,1,1,1
14049,2010-04-01,United Kingdom,2010-04-01,2011-11-23,601,13,13239.03,1018.39,864.8,0,0,1,1
14050,2011-08-01,United Kingdom,2011-08-25,2011-11-08,75,2,746.36,373.18,485.98,0,0,1,1
14051,2009-12-01,United Kingdom,2009-12-03,2011-12-09,736,37,22434.0,606.32,912.56,0,0,1,1
14052,2010-11-01,United Kingdom,2010-11-14,2011-11-20,371,2,480.81,240.4,255.45,0,0,1,0
14053,2010-08-01,United Kingdom,2010-08-10,2011-08-07,362,4,572.3,143.07,170.8,0,1,1,1
14054,2011-10-01,United Kingdom,2011-10-05,2011-10-05,0,1,92.46,92.46,92.46,1,0,0,0
14055,2009-12-01,United Kingdom,2009-12-16,2011-08-25,617,3,1520.96,506.99,274.32,0,1,1,0
14056,2011-02-01,United Kingdom,2011-02-28,2011-12-08,283,23,8214.65,357.16,598.96,0,0,1,1
14057,2009-12-01,United Kingdom,2009-12-03,2011-11-16,713,22,8408.84,382.22,119.54,0,0,1,0
14058,2010-06-01,United Kingdom,2010-06-27,2010-09-03,68,2,469.19,234.59,321.23,0,1,1,1
14059,2011-03-01,United Kingdom,2011-03-18,2011-03-18,0,1,183.6,183.6,183.6,1,1,1,0
14060,2010-03-01,United Kingdom,2010-03-11,2011-12-05,634,30,9519.08,317.3,167.75,0,0,1,1
14061,2009-12-01,United Kingdom,2009-12-01,2010-07-20,231,3,917.43,305.81,374.43,0,1,1,1
14062,2009-12-01,United Kingdom,2009-12-10,2011-11-30,720,24,25604.2,1066.84,873.61,0,0,1,1
14063,2009-12-01,United Kingdom,2009-12-08,2010-09-27,293,9,22710.2,2523.36,2452.56,0,1,1,1
14064,2010-01-01,United Kingdom,2010-01-21,2011-11-10,658,15,3332.42,222.16,412.15,0,0,1,1
14065,2010-10-01,United Kingdom,2010-10-04,2010-11-15,42,3,891.02,297.01,310.87,0,1,1,1
14066,2011-03-01,United Kingdom,2011-03-18,2011-03-18,0,1,152.55,152.55,152.55,1,1,1,0
14067,2011-09-01,United Kingdom,2011-09-04,2011-10-07,33,2,374.7,187.35,224.67,0,0,1,1
14068,2010-01-01,United Kingdom,2010-01-31,2011-01-23,357,4,1528.37,382.09,487.77,0,1,1,1
14069,2010-05-01,United Kingdom,2010-05-27,2010-07-13,47,2,230.06,115.03,119.62,0,1,1,1
14070,2010-01-01,United Kingdom,2010-01-24,2010-01-24,0,1,326.55,326.55,326.55,1,1,1,0
14071,2011-03-01,United Kingdom,2011-03-20,2011-12-06,261,8,1438.82,179.85,225.4,0,0,1,1
14072,2010-02-01,United Kingdom,2010-02-11,2010-02-11,0,1,390.85,390.85,390.85,1,1,1,0
14073,2011-11-01,United Kingdom,2011-11-07,2011-11-07,0,1,151.04,151.04,151.04,1,0,0,0
14074,2010-03-01,United Kingdom,2010-03-26,2010-03-26,0,1,219.4,219.4,219.4,1,1,1,0
14075,2010-06-01,United Kingdom,2010-06-16,2011-12-05,537,6,1734.87,289.15,10.0,0,0,1,1
14076,2011-08-01,United Kingdom,2011-08-02,2011-08-02,0,1,122.47,122.47,122.47,1,1,1,0
14077,2010-11-01,United Kingdom,2010-11-09,2011-10-30,355,6,615.08,102.51,115.66,0,0,1,0
14078,2010-03-01,United Kingdom,2010-03-28,2011-08-30,520,9,1692.63,188.07,364.47,0,1,1,1
14079,2010-01-01,United Kingdom,2010-01-26,2011-08-07,558,2,618.73,309.36,243.63,0,1,1,0
14080,2009-12-01,United Kingdom,2009-12-02,2011-11-07,705,5,1115.68,223.14,234.87,0,0,1,1
14081,2009-12-01,United Kingdom,2009-12-10,2011-02-10,427,10,5370.1,537.01,792.02,0,1,1,1
14082,2010-11-01,United Kingdom,2010-11-12,2010-12-10,28,2,413.36,206.68,231.11,0,1,1,1
14083,2009-12-01,United Kingdom,2009-12-18,2011-12-05,717,11,1407.26,127.93,64.17,0,0,1,0
14084,2010-07-01,United Kingdom,2010-07-15,2010-07-15,0,1,150.5,150.5,150.5,1,1,1,0
14085,2009-12-01,United Kingdom,2009-12-08,2011-12-07,729,33,10104.97,306.21,404.44,0,0,1,1
14086,2010-09-01,United Kingdom,2010-09-03,2010-09-03,0,1,39.95,39.95,39.95,1,1,1,0
14087,2009-12-01,United Kingdom,2009-12-04,2011-12-07,733,3,846.22,282.07,236.69,0,0,1,0
14088,2010-10-01,United Kingdom,2010-10-14,2011-11-29,411,16,64036.8,4002.3,12695.14,0,0,1,1
14089,2011-10-01,United Kingdom,2011-10-14,2011-10-14,0,1,161.0,161.0,161.0,1,0,0,0
14090,2011-01-01,United Kingdom,2011-01-19,2011-01-19,0,1,76.32,76.32,76.32,1,1,1,0
14091,2010-01-01,United Kingdom,2010-01-10,2010-02-23,44,2,9530.08,4765.04,5520.0,0,1,1,1
14092,2009-12-01,United Kingdom,2009-12-16,2011-12-02,716,24,7229.45,301.23,136.2,0,0,1,1
14093,2011-11-01,United Kingdom,2011-11-27,2011-11-27,0,1,442.85,442.85,442.85,1,0,0,0
14094,2010-09-01,United Kingdom,2010-09-26,2010-09-26,0,1,335.22,335.22,335.22,1,1,1,0
14095,2009-12-01,United Kingdom,2009-12-17,2009-12-17,0,1,2.95,2.95,2.95,1,1,1,0
14096,2011-08-01,United Kingdom,2011-08-30,2011-12-05,97,17,65164.79,3833.22,21.84,0,0,1,1
14097,2010-03-01,United Kingdom,2010-03-04,2010-08-15,164,2,422.86,211.43,132.0,0,1,1,0
14098,2011-11-01,United Kingdom,2011-11-03,2011-11-03,0,1,147.35,147.35,147.35,1,0,0,0
14099,2009-12-01,United Kingdom,2009-12-10,2011-11-23,713,20,5765.71,288.29,390.44,0,0,1,1
14100,2011-07-01,United Kingdom,2011-07-25,2011-07-25,0,1,194.9,194.9,194.9,1,1,1,0
14101,2010-03-01,United Kingdom,2010-03-28,2011-09-27,548,13,9961.93,766.3,656.72,0,0,1,1
14102,2011-10-01,United Kingdom,2011-10-26,2011-12-04,39,5,1360.28,272.06,421.1,0,0,0,1
14104,2010-05-01,United Kingdom,2010-05-28,2011-07-08,406,5,771.58,154.32,158.47,0,1,1,1
14105,2009-12-01,United Kingdom,2009-12-18,2011-04-14,482,5,5988.83,1197.77,646.3,0,1,1,0
14106,2009-12-01,United Kingdom,2009-12-02,2009-12-02,0,1,214.8,214.8,214.8,1,1,1,0
14107,2009-12-01,United Kingdom,2009-12-09,2011-10-19,679,11,4877.3,443.39,163.26,0,0,1,0
14108,2009-12-01,United Kingdom,2009-12-01,2011-11-09,708,4,1044.96,261.24,252.3,0,0,1,1
14109,2011-09-01,United Kingdom,2011-09-28,2011-09-28,0,1,144.2,144.2,144.2,1,0,0,0
14110,2009-12-01,United Kingdom,2009-12-01,2011-12-06,735,33,12987.95,393.57,285.06,0,0,1,1
14111,2011-04-01,United Kingdom,2011-04-12,2011-11-25,227,4,692.85,173.21,94.2,0,0,1,0
14112,2010-02-01,United Kingdom,2010-02-23,2011-11-17,632,13,5834.59,448.81,1033.55,0,0,1,1
14113,2009-12-01,United Kingdom,2009-12-08,2011-12-06,728,16,7092.61,443.29,580.64,0,0,1,1
14114,2010-04-01,United Kingdom,2010-04-12,2011-03-11,333,7,1364.09,194.87,313.75,0,1,1,1
14115,2010-02-01,United Kingdom,2010-02-11,2010-07-26,165,2,622.67,311.33,117.8,0,1,1,0
14116,2011-08-01,United Kingdom,2011-08-10,2011-11-20,102,5,1382.74,276.55,319.97,0,0,1,1
14117,2011-07-01,United Kingdom,2011-07-19,2011-07-19,0,1,90.0,90.0,90.0,1,1,1,0
14118,2010-10-01,United Kingdom,2010-10-07,2010-10-07,0,1,458.45,458.45,458.45,1,1,1,0
14119,2009-12-01,United Kingdom,2009-12-21,2010-11-29,343,2,183.37,91.69,66.48,0,1,1,0
14121,2011-10-01,United Kingdom,2011-10-11,2011-12-06,56,4,2780.15,695.04,233.1,0,0,0,1
14122,2009-12-01,United Kingdom,2009-12-02,2010-10-29,331,3,362.42,120.81,89.7,0,1,1,1
14123,2009-12-01,United Kingdom,2009-12-06,2009-12-06,0,1,436.18,436.18,436.18,1,1,1,0
14124,2011-09-01,United Kingdom,2011-09-16,2011-09-16,0,1,419.58,419.58,419.58,1,0,0,0
14125,2011-09-01,United Kingdom,2011-09-22,2011-11-29,68,3,2740.43,913.48,1295.43,0,0,0,1
14126,2010-09-01,United Kingdom,2010-09-21,2011-12-02,437,4,1172.46,293.11,466.33,0,0,1,0
14127,2010-10-01,United Kingdom,2010-10-10,2011-08-09,303,6,1900.08,316.68,483.12,0,1,1,1
14128,2010-06-01,United Kingdom,2010-06-06,2011-10-10,491,3,924.21,308.07,286.71,0,0,1,0
14129,2010-05-01,United Kingdom,2010-05-09,2011-12-08,578,9,2591.34,287.93,409.92,0,0,1,1
14130,2009-12-01,United Kingdom,2009-12-11,2011-01-24,409,4,1882.67,470.67,358.32,0,1,1,0
14131,2010-03-01,United Kingdom,2010-03-01,2010-03-01,0,1,187.87,187.87,187.87,1,1,1,0
14132,2011-06-01,United Kingdom,2011-06-09,2011-12-07,181,11,3586.03,326.0,306.86,0,0,1,1
14133,2009-12-01,United Kingdom,2009-12-06,2011-08-02,604,4,911.14,227.78,305.5,0,1,1,0
14134,2009-12-01,United Kingdom,2009-12-10,2010-11-22,347,15,11123.35,741.56,661.16,0,1,1,1
14135,2009-12-01,United Kingdom,2009-12-02,2011-12-08,736,24,9643.92,401.83,740.3,0,0,1,1
14136,2009-12-01,United Kingdom,2009-12-08,2010-11-04,331,5,1570.81,314.16,302.78,0,1,1,1
14137,2010-01-01,United Kingdom,2010-01-13,2010-01-13,0,1,332.7,332.7,332.7,1,1,1,0
14138,2011-10-01,United Kingdom,2011-10-07,2011-12-08,62,2,982.38,491.19,638.21,0,0,0,1
14139,2010-06-01,United Kingdom,2010-06-15,2011-10-24,496,4,1086.8,271.7,344.32,0,0,1,1
14140,2011-11-01,United Kingdom,2011-11-08,2011-12-06,28,2,935.05,467.52,540.99,0,0,0,1
14141,2011-08-01,United Kingdom,2011-08-26,2011-12-07,103,4,915.13,228.78,285.16,0,0,1,1
14142,2010-03-01,United Kingdom,2010-03-03,2010-12-01,273,2,983.15,491.58,359.53,0,1,1,0
14143,2011-07-01,United Kingdom,2011-07-29,2011-07-29,0,1,115.8,115.8,115.8,1,1,1,0
14144,2010-08-01,United Kingdom,2010-08-10,2010-08-10,0,1,30.6,30.6,30.6,1,1,1,0
14145,2010-04-01,United Kingdom,2010-04-08,2011-10-24,564,7,7600.05,1085.72,1383.6,0,0,1,1
14146,2010-01-01,United Kingdom,2010-01-13,2011-12-01,687,12,9450.3,787.52,748.91,0,0,1,1
14147,2010-03-01,United Kingdom,2010-03-09,2011-09-22,562,9,2590.2,287.8,248.2,0,0,1,1
14148,2010-10-01,United Kingdom,2010-10-21,2011-04-20,181,2,466.29,233.15,309.09,0,1,1,0
14149,2011-05-01,United Kingdom,2011-05-03,2011-05-03,0,1,446.62,446.62,446.62,1,1,1,0
14150,2010-12-01,United Kingdom,2010-12-15,2011-11-04,324,2,658.64,329.32,306.18,0,0,1,0
14151,2009-12-01,United Kingdom,2009-12-23,2010-02-04,43,2,679.45,339.73,352.05,0,1,1,1
14152,2010-02-01,United Kingdom,2010-02-18,2011-09-25,584,7,1997.34,285.33,301.31,0,0,1,0
14153,2010-08-01,United Kingdom,2010-08-13,2010-08-13,0,1,233.4,233.4,233.4,1,1,1,0
14154,2010-01-01,United Kingdom,2010-01-13,2011-04-14,456,8,6460.7,807.59,530.34,0,1,1,0
14155,2011-03-01,United Kingdom,2011-03-18,2011-03-18,0,1,118.75,118.75,118.75,1,1,1,0
14156,2009-12-01,EIRE,2009-12-01,2011-11-30,729,156,313946.37,2012.48,584.5,0,0,1,1
14157,2010-03-01,United Kingdom,2010-03-03,2011-11-20,627,5,1002.78,200.56,152.85,0,0,1,0
14158,2011-10-01,United Kingdom,2011-10-30,2011-10-30,0,1,507.66,507.66,507.66,1,0,0,0
14159,2009-12-01,United Kingdom,2009-12-03,2011-11-20,717,20,7938.01,396.9,393.65,0,0,1,1
14160,2010-01-01,United Kingdom,2010-01-10,2010-04-08,88,7,8421.47,1203.07,3654.38,0,1,1,1
14161,2009-12-01,United Kingdom,2009-12-13,2011-05-08,511,7,3318.88,474.13,505.13,0,1,1,0
14162,2011-02-01,United Kingdom,2011-02-20,2011-06-19,119,2,289.36,144.68,177.68,0,1,1,0
14163,2010-09-01,United Kingdom,2010-09-03,2011-09-13,375,5,2594.62,518.92,148.71,0,0,1,0
14164,2011-09-01,United Kingdom,2011-09-20,2011-09-30,10,2,1631.77,815.89,1273.77,0,0,0,1
14165,2011-03-01,United Kingdom,2011-03-09,2011-03-09,0,1,122.54,122.54,122.54,1,1,1,0
14166,2010-03-01,United Kingdom,2010-03-23,2010-07-22,121,2,256.85,128.43,111.95,0,1,1,0
14167,2010-01-01,United Kingdom,2010-01-27,2011-10-31,642,8,1296.49,162.06,151.95,0,0,1,1
14168,2010-05-01,United Kingdom,2010-05-24,2010-10-15,144,2,370.45,185.23,302.95,0,1,1,0
14169,2010-09-01,United Kingdom,2010-09-21,2010-10-05,14,2,624.43,312.22,479.23,0,1,1,1
14170,2010-11-01,United Kingdom,2010-11-09,2010-11-29,20,3,597.33,199.11,161.97,0,1,1,1
14171,2009-12-01,United Kingdom,2009-12-09,2011-09-02,632,2,498.79,249.39,135.0,0,1,1,0
14172,2010-03-01,United Kingdom,2010-03-07,2010-04-13,37,3,402.72,134.24,130.3,0,1,1,1
14173,2009-12-01,United Kingdom,2009-12-09,2011-11-29,720,6,586.0,97.67,23.6,0,0,1,1
14174,2011-11-01,United Kingdom,2011-11-06,2011-11-06,0,1,134.46,134.46,134.46,1,0,0,0
14175,2010-03-01,United Kingdom,2010-03-22,2011-10-11,568,8,7678.88,959.86,851.96,0,0,1,1
14176,2010-11-01,United Kingdom,2010-11-23,2011-02-15,84,5,916.01,183.2,179.56,0,1,1,1
14177,2010-02-01,United Kingdom,2010-02-26,2011-09-14,565,13,2229.34,171.49,231.59,0,0,1,1
14178,2011-06-01,United Kingdom,2011-06-10,2011-12-01,174,7,1620.93,231.56,197.37,0,0,1,1
14179,2011-10-01,United Kingdom,2011-10-18,2011-10-30,12,2,719.78,359.89,551.68,0,0,0,1
14180,2010-06-01,United Kingdom,2010-06-09,2011-11-29,538,33,6319.25,191.49,51.8,0,0,1,1
14181,2010-05-01,United Kingdom,2010-05-26,2010-10-25,152,2,310.55,155.28,216.1,0,1,1,0
14182,2010-04-01,United Kingdom,2010-04-22,2010-09-22,153,4,678.77,169.69,157.3,0,1,1,1
14183,2010-08-01,United Kingdom,2010-08-15,2010-10-24,70,2,286.29,143.14,139.58,0,1,1,1
14184,2011-10-01,United Kingdom,2011-10-04,2011-10-04,0,1,452.89,452.89,452.89,1,0,0,0
